,households,latitude,longitude,median_house_value,median_income,ocean_proximity,population,total_bedrooms,total_rooms,House_Age
8588,419,33.89,-118.39,460400,6.3434,0,1056,464.0,2532,1
8589,314,33.89,-118.39,422700,7.3356,0,750,332.0,1851,1
8590,147,33.89,-118.39,438100,7.1845,0,389,143.0,826,1
8591,130,33.89,-118.36,329200,5.0299,0,371,122.0,756,1
8592,247,33.88,-118.36,336200,4.4271,0,709,237.0,1362,1
8593,253,33.88,-118.37,324000,4.4211,0,669,245.0,1325,1
8594,158,33.88,-118.37,342600,5.5335,0,417,172.0,966,1
8595,217,33.88,-118.38,359400,5.2999,0,561,244.0,1313,1
8596,473,33.89,-118.37,356800,5.6091,0,1142,548.0,2696,1
8597,497,33.88,-118.37,335900,5.9619,0,1219,474.0,2439,1
8598,508,33.88,-118.36,295800,4.7404,0,1107,543.0,2518,1
8599,544,33.87,-118.36,293000,4.9375,0,1275,575.0,2512,1
8600,141,33.87,-118.37,304200,6.02,0,361,148.0,757,1
8601,327,33.88,-118.37,334200,4.5357,0,811,331.0,1688,1
8602,466,33.87,-118.38,316900,4.675,0,1101,491.0,2287,1
8603,564,33.88,-118.38,345500,5.5771,0,1421,606.0,3039,1
8604,525,33.88,-118.37,340700,4.4828,0,1282,530.0,2620,1
8605,281,33.87,-118.36,281900,3.9868,0,598,291.0,1082,1
8606,538,33.87,-118.36,290000,3.4208,0,1300,541.0,2114,1
8607,433,33.87,-118.37,338600,5.0114,0,1128,485.0,2516,1
8608,694,33.87,-118.37,294000,3.5048,0,1573,726.0,2907,1
8609,433,33.86,-118.36,297400,5.5456,0,1044,434.0,2126,1
8610,290,33.86,-118.36,295900,5.0784,0,802,314.0,1768,1
8611,302,33.86,-118.36,305900,5.543,0,963,345.0,1865,1
8612,529,33.86,-118.37,324000,4.119,0,1243,581.0,2685,1
8613,356,33.87,-118.37,359900,6.5755,0,891,331.0,1829,1
8614,925,33.87,-118.38,292900,4.9821,0,2054,1018.0,4151,1
8615,583,33.87,-118.38,321900,5.7415,0,1467,579.0,2791,1
8616,415,33.87,-118.38,337900,5.8518,0,1008,418.0,2387,1
8617,569,33.87,-118.39,340400,7.521,0,1329,584.0,3303,1
8618,683,33.86,-118.38,365500,6.4242,0,1798,735.0,4235,1
8619,444,33.86,-118.38,352700,6.7613,0,1182,475.0,2787,1
8620,542,33.86,-118.38,333800,6.3021,0,1312,560.0,3124,1
8621,330,33.86,-118.38,329300,7.674,0,908,311.0,1778,1
8622,361,33.87,-118.38,337600,6.9021,0,918,371.0,1993,1
8623,270,33.88,-118.38,456100,4.8611,0,743,282.0,1489,1
8624,307,33.88,-118.38,453700,5.0602,0,822,315.0,1830,1
8625,404,33.88,-118.39,474300,7.6685,0,1098,387.0,2496,1
8626,345,33.88,-118.39,472700,6.077,0,843,367.0,1973,1
8627,416,33.88,-118.39,495500,5.9683,0,1098,439.0,2543,1
8628,259,33.88,-118.39,500001,8.1513,0,607,244.0,1448,1
8629,191,33.88,-118.39,470000,6.0441,0,521,216.0,1267,1
8630,422,33.88,-118.38,442100,4.75,0,1031,443.0,2501,1
8631,494,33.88,-118.4,500001,7.2651,0,1278,482.0,3022,1
8632,187,33.88,-118.4,500001,9.3399,0,474,214.0,1543,1
8633,275,33.88,-118.4,500001,7.5,0,615,296.0,1753,1
8634,104,33.88,-118.41,500001,6.3403,0,213,107.0,540,1
8635,196,33.88,-118.4,500001,8.0015,0,444,191.0,1060,1
8636,437,33.88,-118.41,500001,7.9614,0,1033,449.0,2492,1
8637,227,33.88,-118.41,500001,5.2533,0,371,254.0,925,1
8638,264,33.88,-118.41,500001,7.0842,0,498,308.0,1471,1
8639,170,33.87,-118.43,500001,6.822,4,344,173.0,847,1
8640,1394,33.87,-118.4,434500,5.2276,0,2803,1441.0,6712,1
8641,438,33.87,-118.39,394600,5.9683,0,1087,469.0,2395,1
8642,84,33.86,-118.43,500001,7.1264,4,162,87.0,358,1
8643,327,33.88,-118.4,472700,6.2356,0,634,341.0,1516,1
8644,385,33.87,-118.4,479500,6.435,0,719,372.0,1679,1
8645,392,33.87,-118.4,500001,5.2319,0,911,431.0,2398,1
8646,472,33.87,-118.4,500001,6.3231,0,842,497.0,2093,1
8647,727,33.87,-118.4,469800,5.0976,0,1352,786.0,3145,1
8648,471,33.87,-118.4,500001,5.3816,0,965,505.0,2181,1
8649,437,33.86,-118.39,392400,5.687,0,915,442.0,2361,1
8650,789,33.86,-118.39,368400,6.1404,0,1735,764.0,3619,1
8651,568,33.86,-118.39,400700,4.8971,0,1152,582.0,2386,1
8652,1243,33.86,-118.4,380800,5.1677,0,2286,1365.0,5152,1
8653,489,33.85,-118.4,430000,5.6017,0,919,533.0,2085,1
8654,523,33.86,-118.4,500001,4.7105,0,938,597.0,2237,1
8655,433,33.85,-118.42,435000,5.0322,4,799,477.0,1584,1
8656,885,33.85,-118.38,378100,4.9384,0,2131,928.0,4430,1
8657,679,33.85,-118.38,384600,5.5843,0,1647,729.0,3533,1
8658,824,33.85,-118.39,366200,5.7128,0,1830,871.0,4373,1
8659,1789,33.85,-118.41,336400,4.425,4,2853,1989.0,6123,1
8660,341,33.85,-118.39,349000,4.3594,0,670,379.0,1610,1
8661,1117,33.84,-118.38,379800,5.4968,0,2637,1149.0,5775,1
8662,521,33.83,-118.38,384800,4.4615,0,1070,498.0,2270,1
8663,506,33.83,-118.38,432700,5.1626,0,1264,570.0,3070,1
8664,538,33.84,-118.38,355300,6.0382,0,1157,567.0,2869,1
8665,529,33.84,-118.39,348600,5.137,0,965,572.0,2472,1
8666,1472,33.83,-118.43,420200,5.145,4,2455,1611.0,6206,1
8667,519,33.83,-118.39,500001,5.637,4,954,539.0,2075,1
8668,828,33.82,-118.39,500001,4.5817,4,1526,918.0,3433,1
8669,574,33.82,-118.43,500001,4.6048,4,946,614.0,2112,1
8670,609,33.82,-118.37,381200,4.5687,0,1338,607.0,2815,1
8671,589,33.82,-118.38,439200,5.1589,4,1311,623.0,3053,1
8672,225,33.82,-118.38,416700,6.0308,4,547,237.0,1318,1
8673,414,33.83,-118.38,427200,4.5179,0,902,454.0,2152,1
8674,498,33.88,-118.31,260700,2.4219,0,1371,505.0,2147,1
8675,724,33.87,-118.32,271900,5.3244,0,1967,762.0,3763,1
8676,319,33.88,-118.32,282100,4.3036,0,828,339.0,1818,1
8677,333,33.88,-118.32,280300,5.5538,0,947,341.0,1803,1
8678,251,33.88,-118.32,269000,6.4781,0,722,254.0,1402,1
8679,435,33.88,-118.33,270000,3.1505,0,899,444.0,1856,1
8680,345,33.88,-118.33,283300,3.2417,0,811,346.0,1271,1
8681,133,33.87,-118.33,265600,3.9167,0,373,133.0,724,1
8682,1093,33.87,-118.34,266600,3.6988,0,2558,1188.0,4605,1
8683,715,33.88,-118.34,298400,3.8657,0,1885,727.0,3122,1
8684,625,33.87,-118.31,296300,4.7543,0,1545,695.0,3348,1
8685,352,33.86,-118.31,325200,6.6632,0,1051,361.0,2243,1
8686,649,33.86,-118.32,291700,4.6563,0,1715,678.0,3485,1
8687,422,33.87,-118.32,283800,5.6254,0,1212,404.0,2380,1
8688,212,33.87,-118.34,255900,4.6406,0,601,217.0,1069,1
8689,403,33.87,-118.33,267100,4.2614,0,1219,406.0,2219,1
8690,137,33.87,-118.33,278100,6.4891,0,385,128.0,743,1
8691,93,33.86,-118.32,252300,6.4391,0,269,90.0,495,1
8692,174,33.86,-118.33,255400,6.0335,0,519,176.0,914,1
8693,150,33.86,-118.33,259600,6.3992,0,473,160.0,854,1
8694,205,33.86,-118.33,248600,4.0,0,561,218.0,1059,1
8695,376,33.86,-118.34,279400,5.259,0,1162,360.0,2223,1
8696,346,33.86,-118.34,285900,5.4791,0,1008,343.0,1936,1
8697,524,33.87,-118.34,286500,5.3743,0,1445,566.0,2948,1
8698,290,33.87,-118.35,261300,4.5833,0,886,286.0,1420,1
8699,483,33.87,-118.35,279600,5.5,0,1429,500.0,2823,1
8700,564,33.87,-118.35,257000,3.6169,0,1369,579.0,2319,1
8701,446,33.86,-118.35,281500,3.9732,0,1216,463.0,2075,1
8702,418,33.86,-118.35,271300,4.3859,0,971,481.0,2139,1
8703,253,33.84,-118.34,309700,6.2778,0,740,252.0,1561,1
8704,245,33.84,-118.33,314100,5.3131,0,668,251.0,1364,1
8705,231,33.84,-118.34,331900,5.269,0,676,231.0,1407,1
8706,329,33.83,-118.34,358500,5.399,0,965,329.0,1761,1
8707,321,33.83,-118.34,350900,5.8972,0,853,353.0,1818,1
8708,214,33.86,-118.36,330700,5.7422,0,583,218.0,1249,1
8709,289,33.85,-118.35,354200,5.0,0,916,291.0,1770,1
8710,185,33.85,-118.35,348200,5.6426,0,551,206.0,1248,1
8711,219,33.85,-118.36,334400,4.8906,0,683,230.0,1390,1
8712,128,33.86,-118.36,332600,5.2799,0,360,122.0,681,1
8713,414,33.85,-118.37,341200,6.1599,0,1278,404.0,2415,1
8714,158,33.85,-118.36,349300,6.1133,0,509,197.0,1086,1
8715,1009,33.85,-118.37,395300,5.785,0,2537,998.0,5622,1
8716,3522,33.84,-118.35,354700,3.5414,0,7180,3680.0,13133,1
8717,2838,33.84,-118.36,361300,3.703,0,6664,3170.0,11016,1
8718,611,33.85,-118.37,410000,6.3974,0,1626,586.0,3662,1
8719,556,33.84,-118.37,379000,5.3773,0,1572,605.0,3245,1
8720,172,33.83,-118.35,342000,6.1187,0,522,193.0,1102,1
8721,300,33.83,-118.36,353600,5.1984,0,943,300.0,1660,1
8722,274,33.84,-118.36,343000,5.7654,0,743,279.0,1577,1
8723,326,33.84,-118.37,342800,4.9583,0,978,322.0,1792,1
8724,217,33.83,-118.36,343400,5.9143,0,645,247.0,1378,1
8725,490,33.83,-118.36,350200,5.6013,0,1439,487.0,2828,1
8726,213,33.83,-118.37,353400,4.7308,0,601,207.0,1207,1
8727,323,33.84,-118.37,339000,6.7105,0,819,328.0,1751,1
8728,2523,33.83,-118.33,286400,5.5023,0,5272,2679.0,13038,0
8729,740,33.85,-118.32,234800,3.5073,0,1859,770.0,3146,1
8730,424,33.84,-118.31,270700,3.625,0,1068,464.0,1819,1
8731,514,33.83,-118.32,318900,3.8456,0,1160,516.0,2399,1
8732,377,33.84,-118.32,376100,1.6228,0,897,420.0,1486,1
8733,234,33.83,-118.31,225000,2.775,0,382,311.0,696,1
8734,652,33.83,-118.31,273000,2.9375,0,1635,755.0,2929,1
8735,700,33.82,-118.31,279900,3.402,0,1902,814.0,3462,1
8736,834,33.83,-118.32,310000,5.2363,0,2105,790.0,3792,1
8737,436,33.82,-118.31,323700,4.1406,0,1160,425.0,2198,1
8738,377,33.82,-118.31,361700,5.4925,0,1195,408.0,2345,1
8739,711,33.81,-118.31,362600,4.1169,0,1679,748.0,3942,1
8740,352,33.81,-118.31,336000,4.3056,0,905,356.0,1773,1
8741,509,33.82,-118.32,382100,4.4271,0,1219,512.0,2587,1
8742,395,33.82,-118.32,379500,7.0935,0,1254,402.0,2508,1
8743,422,33.81,-118.32,346200,4.8438,0,1140,445.0,2142,1
8744,360,33.81,-118.32,357000,4.7062,0,1109,380.0,2113,1
8745,939,33.82,-118.33,417800,6.5861,0,2824,934.0,5591,1
8746,789,33.8,-118.34,446800,5.0814,0,2123,832.0,4177,1
8747,1635,33.82,-118.35,328900,4.0708,0,3420,1710.0,7591,1
8748,293,33.82,-118.36,339000,6.2247,0,901,311.0,1784,1
8749,441,33.82,-118.37,387800,5.878,0,1319,444.0,2794,1
8750,424,33.82,-118.37,352700,6.0176,0,1125,447.0,2463,1
8751,386,33.82,-118.37,366900,6.256,0,1115,394.0,2416,1
8752,187,33.82,-118.36,339500,5.7765,0,522,187.0,1083,1
8753,1239,33.82,-118.36,360800,3.3565,0,2738,1313.0,5166,1
8754,11,33.82,-118.36,330000,6.1359,0,49,15.0,67,1
8755,1944,33.81,-118.36,378800,4.5592,0,4458,2022.0,9042,1
8756,309,33.81,-118.36,359900,5.1778,0,881,300.0,1575,1
8757,337,33.81,-118.37,458300,5.1271,4,817,339.0,2031,1
8758,373,33.81,-118.38,483600,6.4956,4,954,407.0,2349,1
8759,292,33.81,-118.38,410300,8.5491,4,703,306.0,1975,1
8760,931,33.81,-118.44,500001,5.0106,4,1647,990.0,3994,1
8761,366,33.82,-118.38,500001,5.9907,4,750,364.0,1822,1
8762,488,33.81,-118.36,356800,4.7026,0,1113,502.0,2211,1
8763,748,33.81,-118.37,482200,6.8553,4,2021,790.0,5057,1
8764,209,33.81,-118.37,500001,6.9296,4,563,209.0,1283,1
8765,278,33.81,-118.38,488500,6.015,4,802,301.0,1889,1
8766,372,33.81,-118.38,500001,5.7361,4,877,373.0,2400,1
8767,167,33.81,-118.39,487500,3.7778,4,391,165.0,1008,1
8768,169,33.81,-118.38,500001,10.5045,4,329,148.0,1018,1
8769,901,33.79,-118.33,365600,4.1071,0,2069,873.0,4389,1
8770,124,33.79,-118.34,350000,5.0254,0,388,123.0,716,1
8771,393,33.8,-118.34,327700,3.9408,0,1008,427.0,1730,1
8772,397,33.8,-118.34,318900,5.0951,0,987,469.0,2194,1
8773,285,33.8,-118.35,311700,4.875,0,672,296.0,1434,1
8774,1076,33.8,-118.35,500001,5.9541,0,3152,1105.0,6224,1
8775,557,33.8,-118.31,308900,3.7167,0,1469,572.0,2795,1
8776,680,33.8,-118.32,285800,4.0536,0,1593,717.0,3254,1
8777,530,33.79,-118.31,254700,3.2472,0,1374,563.0,2290,1
8778,947,33.8,-118.31,277900,4.0425,0,2420,991.0,4464,1
8779,278,33.8,-118.32,244800,3.1648,0,729,298.0,1415,1
8780,602,33.79,-118.32,279900,3.8287,0,1675,658.0,2924,1
8781,488,33.79,-118.32,315100,4.1477,0,1264,467.0,2381,1
8782,959,33.8,-118.32,286400,3.1275,0,2102,1037.0,4317,1
8783,304,33.79,-118.31,250000,3.3958,0,711,352.0,1601,1
8784,819,33.78,-118.31,383800,3.5804,0,2411,819.0,4573,1
8785,1568,33.79,-118.32,271100,3.6797,0,3240,1634.0,6638,1
8786,1584,33.78,-118.34,500001,8.1782,4,4168,1626.0,11016,1
8787,668,33.79,-118.36,500001,8.3609,4,2071,704.0,5166,1
8788,223,33.79,-118.37,500001,8.2064,4,654,234.0,1596,1
8789,393,33.8,-118.36,500001,6.9742,4,1042,400.0,2553,1
8790,375,33.8,-118.36,500001,10.1241,4,966,369.0,2629,1
8791,624,33.8,-118.38,500001,8.0838,4,1433,702.0,4421,1
8792,577,33.8,-118.45,500001,11.9993,4,1490,575.0,4803,1
8793,551,33.79,-118.39,500001,10.898,4,1582,563.0,4402,1
8794,548,33.78,-118.4,500001,12.9758,4,1653,562.0,4787,1
8795,240,33.79,-118.44,500001,11.6648,4,635,260.0,2141,1
8796,946,33.77,-118.41,500001,10.06,4,2808,991.0,7554,1
8797,391,33.77,-118.46,500001,10.5536,4,1101,406.0,3065,1
8798,300,33.78,-118.42,500001,8.0957,4,802,303.0,2093,1
8799,880,33.77,-118.37,500001,10.1447,4,2540,876.0,6339,1
8800,1504,33.77,-118.38,500001,9.821,4,4649,1537.0,11353,1
8801,2043,33.77,-118.38,418300,6.3064,4,4713,2207.0,10950,1
8802,1576,33.79,-118.38,500001,7.7042,4,4474,1620.0,10445,1
8803,790,33.78,-118.4,500001,8.5421,4,2357,776.0,5005,1
8804,2492,33.75,-118.42,500001,8.2831,4,6897,2604.0,17591,1
8805,636,33.76,-118.34,500001,15.0001,4,1871,674.0,5586,1
8806,1132,33.74,-118.35,500001,10.0973,4,3392,1132.0,8272,1
8807,1159,33.75,-118.38,500001,7.6986,4,3176,1290.0,8277,1
8808,228,33.71,-118.39,500001,7.5594,4,475,233.0,1193,1
8809,46,33.75,-118.41,500001,9.8091,4,128,51.0,311,0
8810,936,33.77,-118.31,416800,6.6447,0,2757,956.0,5776,1
8811,719,33.76,-118.31,414700,6.5704,0,1873,709.0,4486,1
8812,457,33.75,-118.31,357300,4.6042,4,1303,474.0,2715,1
8813,373,33.75,-118.31,396400,6.287,4,1031,393.0,2338,1
8814,557,33.77,-118.33,500001,9.8214,4,1534,595.0,4244,1
8815,387,33.75,-118.32,500001,9.267,4,1048,398.0,2996,1
8816,142,33.75,-118.32,500001,11.6677,4,366,135.0,1080,1
8817,806,33.74,-118.32,500001,10.1357,4,2248,794.0,6097,1
8818,106,33.77,-118.32,500001,6.887,0,259,95.0,627,1
8819,503,34.09,-118.34,200000,2.4432,0,998,501.0,1442,1
8820,593,34.09,-118.35,288900,1.6081,0,1108,634.0,1989,1
8821,793,34.09,-118.35,266700,3.0349,0,1526,785.0,2705,1
8822,662,34.09,-118.35,236100,2.5444,0,1334,689.0,2234,1
8823,843,34.09,-118.36,312500,1.7558,0,1594,883.0,2832,1
8824,429,34.09,-118.36,313600,2.6,0,773,465.0,1616,1
8825,1134,34.09,-118.36,243800,2.0205,0,1845,1170.0,3463,1
8826,718,34.09,-118.36,283300,2.0702,0,1365,728.0,2353,1
8827,1939,34.1,-118.36,300000,2.875,0,2913,2010.0,7097,1
8828,468,34.09,-118.36,200000,2.5812,0,874,458.0,1390,1
8829,294,34.09,-118.36,383300,2.6136,0,526,300.0,1111,1
8830,309,34.09,-118.37,383300,3.2159,0,547,344.0,1349,1
8831,1229,34.09,-118.37,300000,3.0156,0,1690,1295.0,4408,1
8832,841,34.09,-118.37,500001,4.0651,0,1347,865.0,3180,1
8833,1755,34.09,-118.37,225000,3.2818,0,2559,1827.0,6348,1
8834,1170,34.09,-118.37,341700,3.1517,0,1766,1253.0,4247,1
8835,147,34.09,-118.37,400000,5.5224,0,257,172.0,630,1
8836,1128,34.08,-118.37,312500,2.6713,0,1847,1202.0,4376,1
8837,346,34.08,-118.38,431400,2.945,0,652,360.0,1479,1
8838,1243,34.08,-118.38,335300,2.8889,0,1910,1312.0,4524,1
8839,282,34.08,-118.39,430800,3.5114,0,444,304.0,1244,1
8840,264,34.08,-118.38,450000,3.9375,0,370,288.0,1226,1
8841,2274,34.09,-118.38,281300,3.5659,0,3148,2437.0,8264,1
8842,1220,34.09,-118.38,272900,2.5784,0,1799,1352.0,4001,1
8843,1097,34.09,-118.39,362500,3.6207,0,1634,1214.0,4312,1
8844,548,34.09,-118.39,425000,4.4167,0,785,608.0,2347,1
8845,210,34.08,-118.39,375000,3.067,0,349,230.0,833,1
8846,520,34.1,-118.4,500001,15.0001,0,1351,510.0,3979,1
8847,259,34.09,-118.4,500001,15.0001,0,857,283.0,2686,1
8848,422,34.08,-118.39,500001,15.0001,0,1407,464.0,3759,1
8849,413,34.08,-118.4,500001,15.0001,0,1266,439.0,3815,1
8850,291,34.09,-118.41,500001,15.0001,0,809,302.0,2716,1
8851,370,34.09,-118.42,500001,15.0001,0,1024,392.0,3552,1
8852,248,34.08,-118.42,500001,15.0001,0,770,261.0,2413,1
8853,361,34.07,-118.41,500001,15.0001,0,1163,394.0,3562,1
8854,138,34.07,-118.41,500001,15.0001,0,408,142.0,1202,1
8855,561,34.07,-118.38,500001,4.4896,0,1235,596.0,2799,1
8856,1159,34.07,-118.39,500001,4.2386,0,2243,1281.0,5301,1
8857,564,34.07,-118.39,500001,5.7762,0,1153,553.0,3143,1
8858,1520,34.08,-118.39,500001,3.8088,0,2665,1710.0,6605,1
8859,520,34.07,-118.4,500001,2.9107,0,850,593.0,2170,1
8860,365,34.06,-118.37,500001,3.3438,0,690,395.0,1661,1
8861,259,34.06,-118.38,500001,6.2344,0,690,291.0,1509,1
8862,194,34.06,-118.39,500001,8.0095,0,503,194.0,1213,1
8863,205,34.06,-118.38,500001,7.6771,0,578,217.0,1311,1
8864,382,34.06,-118.39,500001,3.8158,0,873,397.0,1879,1
8865,654,34.06,-118.39,500001,5.3316,0,1291,705.0,2975,1
8866,759,34.06,-118.39,500001,3.3295,0,1649,831.0,3299,1
8867,838,34.06,-118.4,500001,4.1455,0,1725,873.0,3781,1
8868,887,34.06,-118.4,500001,3.6964,0,1438,967.0,3652,1
8869,284,34.06,-118.4,500001,8.2961,0,646,326.0,1871,1
8870,349,34.06,-118.4,500001,6.6343,0,748,362.0,2501,1
8871,506,34.06,-118.41,500001,4.1411,0,1015,556.0,2665,1
8872,969,34.06,-118.41,500001,5.5321,0,1830,1057.0,4994,1
8873,571,34.07,-118.41,500001,3.9904,0,1076,626.0,2979,1
8874,28,34.06,-118.45,500001,9.337,0,1154,34.0,204,1
8875,270,34.05,-118.49,500001,13.8556,0,810,291.0,2416,1
8876,339,34.04,-118.49,500001,13.3036,0,964,340.0,2597,1
8877,306,34.04,-118.49,500001,8.0257,0,859,345.0,2381,1
8878,375,34.04,-118.5,500001,15.0001,0,1143,374.0,3000,1
8879,277,34.04,-118.5,500001,8.3839,0,769,317.0,2233,1
8880,868,34.04,-118.49,500001,4.8125,0,1532,951.0,4066,1
8881,865,34.03,-118.49,435100,4.1827,0,1487,927.0,4061,1
8882,178,34.04,-118.51,500001,11.7045,0,483,167.0,1382,1
8883,186,34.03,-118.5,500001,7.8705,0,547,208.0,1506,1
8884,242,34.03,-118.5,500001,7.7572,0,671,245.0,1711,1
8885,355,34.03,-118.5,500001,6.48,0,851,394.0,2146,1
8886,923,34.03,-118.51,500001,3.8571,0,1468,905.0,4072,1
8887,1577,34.02,-118.52,500001,5.0867,0,2713,1755.0,7418,1
8888,1244,34.03,-118.49,436700,4.252,0,1985,1293.0,4949,1
8889,1698,34.03,-118.5,383300,3.6451,0,2767,1784.0,6365,1
8890,1451,34.02,-118.5,483300,3.3266,0,2313,1482.0,5109,1
8891,943,34.02,-118.5,291700,2.775,0,1492,1013.0,2924,1
8892,870,34.02,-118.5,350000,2.9934,0,1334,934.0,2914,1
8893,633,34.01,-118.52,500001,3.1433,0,1014,738.0,2757,1
8894,836,34.03,-118.49,442100,4.5208,0,1456,900.0,3851,1
8895,745,34.03,-118.49,450000,3.6769,0,1208,808.0,3155,1
8896,1177,34.02,-118.49,470800,4.1365,0,1945,1185.0,4725,1
8897,448,34.03,-118.48,353600,2.8981,0,1143,476.0,1793,1
8898,679,34.02,-118.49,475000,2.9125,0,1548,752.0,2545,1
8899,793,34.02,-118.49,330000,3.1563,0,1238,799.0,2709,1
8900,277,34.04,-118.48,500001,8.9616,0,724,277.0,1956,1
8901,690,34.04,-118.48,500001,4.3158,0,1435,741.0,3780,1
8902,262,34.04,-118.48,500001,3.9659,0,610,285.0,1395,1
8903,500,34.04,-118.48,500001,3.6667,0,979,535.0,2539,1
8904,706,34.04,-118.47,350000,4.516,0,1310,748.0,2909,1
8905,740,34.03,-118.47,347900,3.3889,0,1323,784.0,3024,1
8906,375,34.03,-118.48,381800,3.5076,0,1074,401.0,1530,1
8907,823,34.03,-118.47,290600,3.7381,0,1523,882.0,3287,1
8908,625,34.03,-118.47,340500,3.5987,0,1303,681.0,2642,1
8909,272,34.03,-118.48,310000,1.3333,0,414,284.0,902,1
8910,481,34.02,-118.48,375000,2.5261,0,1106,483.0,1249,1
8911,487,34.02,-118.48,375000,2.7072,0,1019,542.0,1585,1
8912,592,34.02,-118.49,366700,3.1635,0,1026,687.0,2075,1
8913,596,34.03,-118.46,327300,2.75,0,1042,631.0,1965,1
8914,284,34.03,-118.46,325000,3.125,0,886,283.0,1244,1
8916,800,34.02,-118.46,233300,2.6639,0,1953,833.0,2329,1
8917,584,34.02,-118.47,297500,2.3382,0,1759,651.0,2163,1
8918,20,34.02,-118.48,250000,2.625,0,150,16.0,72,1
8919,732,34.02,-118.47,332500,2.0745,0,2223,774.0,3057,1
8920,562,34.02,-118.48,330800,2.2917,0,1425,609.0,2027,1
8921,422,34.02,-118.48,293800,2.7019,0,983,460.0,1583,1
8922,543,34.02,-118.49,450000,1.5132,0,716,582.0,1394,1
8923,174,34.01,-118.49,500001,1.9722,0,333,252.0,651,1
8924,459,34.0,-118.51,500001,2.3098,0,679,502.0,1241,1
8925,782,34.01,-118.48,381500,4.0893,0,1410,804.0,2851,1
8926,668,34.0,-118.48,370000,3.2061,0,1058,743.0,2584,1
8927,901,34.01,-118.48,425000,3.4852,0,1561,954.0,3078,1
8928,986,34.0,-118.49,500001,3.0369,0,1463,1071.0,3407,1
8929,392,34.01,-118.48,353800,4.4,0,719,458.0,1829,1
8930,280,34.0,-118.47,384400,4.2813,0,668,302.0,1259,1
8931,312,34.0,-118.47,340500,3.1304,0,574,301.0,1271,1
8932,1000,34.0,-118.48,450000,3.9722,0,1749,1067.0,4149,1
8933,431,34.0,-118.48,500000,3.6121,0,741,479.0,1727,1
8934,368,34.0,-118.48,500001,2.6736,0,521,395.0,1359,1
8935,952,33.99,-118.5,500001,3.2609,0,1268,975.0,3484,1
8936,557,34.02,-118.47,444400,2.7254,0,986,549.0,2136,1
8937,448,34.01,-118.47,470800,4.793,0,1019,475.0,2175,1
8938,478,34.01,-118.47,462900,4.4211,0,1047,557.0,2704,1
8939,567,34.01,-118.48,398300,3.755,0,1023,611.0,2198,1
8940,207,34.01,-118.47,418200,2.5417,0,482,201.0,752,1
8941,301,34.01,-118.46,500001,4.0,0,664,322.0,1640,1
8942,269,34.01,-118.46,500001,6.8901,0,688,239.0,1379,1
8943,382,34.01,-118.47,480100,6.1014,0,958,343.0,2017,1
8944,250,34.01,-118.47,461100,2.9167,0,393,304.0,1160,1
8945,422,34.01,-118.47,413000,3.7727,0,837,471.0,1782,1
8946,645,34.02,-118.45,421900,3.4583,0,1212,700.0,2956,1
8947,219,34.02,-118.45,493400,6.3521,0,565,201.0,1230,1
8948,871,34.02,-118.46,456200,3.0476,0,1690,970.0,3803,1
8949,501,34.02,-118.46,473000,6.0436,0,1225,502.0,2571,1
8950,763,34.02,-118.46,405400,5.2571,0,1569,776.0,3599,1
8951,52,34.03,-118.37,196400,2.125,0,138,44.0,213,1
8952,432,34.03,-118.38,266400,3.9537,0,1295,441.0,1913,1
8953,481,34.02,-118.38,268600,3.9615,0,1343,486.0,2098,1
8954,574,34.02,-118.39,279400,3.5909,0,1312,636.0,2447,1
8955,375,34.02,-118.39,314500,3.4375,0,1042,421.0,1577,1
8956,1920,34.01,-118.38,304100,4.7612,0,3922,2075.0,9528,1
8957,294,34.01,-118.39,340600,2.3571,0,543,285.0,1101,1
8958,597,34.02,-118.39,322900,4.1296,0,1091,647.0,2521,1
8959,888,34.01,-118.39,355100,3.9688,0,2101,918.0,4424,1
8960,266,34.01,-118.4,356300,5.4035,0,618,262.0,1494,1
8961,132,34.02,-118.4,332800,4.6932,0,371,137.0,593,1
8962,268,34.0,-118.39,485700,5.2035,0,826,269.0,1565,1
8963,402,33.99,-118.39,369200,6.603,0,1030,418.0,2612,1
8964,142,33.99,-118.39,314900,5.1322,0,402,135.0,612,1
8965,345,34.0,-118.39,339100,4.056,0,1104,386.0,1465,1
8966,339,34.0,-118.4,329400,4.85,0,872,335.0,1816,1
8967,259,34.0,-118.4,336000,5.444,0,751,258.0,1534,1
8968,217,33.99,-118.4,328100,5.9632,0,704,240.0,1280,1
8969,227,33.99,-118.4,326700,5.4663,0,591,213.0,1225,1
8970,367,34.0,-118.4,344300,4.6687,0,1012,385.0,2122,1
8971,268,34.01,-118.4,351600,5.7405,0,693,253.0,1427,1
8972,365,34.01,-118.41,333500,4.5982,0,961,394.0,2010,1
8973,261,34.0,-118.41,331000,5.5284,0,689,259.0,1426,1
8974,426,34.01,-118.41,500001,5.3683,0,1218,449.0,2503,1
8975,514,34.01,-118.41,302500,4.7031,0,1290,529.0,2000,1
8976,924,34.01,-118.41,285300,2.8797,0,2475,974.0,3306,1
8977,436,34.01,-118.42,305000,2.9213,0,997,438.0,1700,1
8978,73,34.0,-118.41,271400,2.55,0,268,70.0,324,1
8979,371,34.0,-118.42,329800,5.0357,0,883,355.0,1807,1
8980,19,34.0,-118.41,275000,3.9643,0,69,20.0,105,1
